stationid,location,provincE_ID,provincE_NAME,amphuR_ID,amphuR_NAME,tumboL_ID,tumboL_NAME,latitude,longitude,awsserialname,awsrecordtime,awsptemperature,awspressure,awsrainfall,awstemperature,awsrelatviehumidity,awswindspeed,awswinddirection,awsactivestatus,awslastupdate,aqserialname,aqtemperature,aqdewpoint,aqnO2,aqO3,aqox,aqrelativehumidity,aqpM1,aqpM25,aqpM10,aqtsp,aqactivestatus,aqlastupdate,accumulaterainfalL3HOURS,accumulaterainfalL24HOURS,accumulaterainfalllastupdate,accumulaterainfallrecordtime,region,id,aqrecordtime,statioN_CODE,awsbatteryvolt,accumulaterainfalL24HOURS_DESC,aqpM25_DESC
80,TC14 - บ้านวังโต่งโต้น หมู่ 11 ต.หมูสี อ.ปากช่อง จ.นครราชสีมา,81,นครราชสีมา,8105,ปากช่อง,810520,หมูสี,14.51008,101.41292,AWS2963-120,2023-05-25 10:50:00.0,31.83,966,966,966,60.56,2.041,191.3,1,2023-05-25 11:00:00.0,AQY BE-1338,33.08,26.5,6,39.4,,68.5,,111.3,109.7,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,NE,78,2023-05-25 10:50:00.0,TC14,12.81,ไม่มีฝน,เริ่มมีผลกระทบต่อสุขภาพ
371,TB92 - อู่ซ่อมรถ บ้านสุขสมบูรณ์ หมู่ 2 ต.ไทยสามัคคี อ.วังน้ำเขียว จ.นครราชสีมา,81,นครราชสีมา,8105,วังน้ำเขียว,810502,ไทยสามัคคี,14.347167,101.94108,AWS4364-097,2023-05-25 11:00:00.0,30.76,961,961,961,73.89,3.286,177.6,1,2023-05-25 11:00:00.0,AQY-R AA 0097,31.29,21.3,0,40.3,,55.4,,12.8,20.2,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,NE,368,2023-05-25 10:50:00.0,TB92,12.8,ไม่มีฝน,คุณภาพอากาศดีมาก
81,TB93 - บ้านผู้ใหญ่บ้าน บ้านบุไทร หมู่ 4 ต.ไทยสามัคคี อ.วังน้ำเขียว จ.นครราชสีมา,81,นครราชสีมา,8105,วังน้ำเขียว,810503,ไทยสามัคคี,14.37892,101.90247,AWS2963-121,2023-05-25 10:50:00.0,30.67,960,960,960,83.8,2.516,206.7,1,2023-05-25 11:00:00.0,AQY BE-1339A,31.2,27.1,48,34.7,,79,,13,67.45,,1,2023-05-25 11:00:00.0,0,5,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,NE,79,2023-05-25 10:50:00.0,TB93,13.42,ฝนตกเล็กน้อย,คุณภาพอากาศดีมาก
372,TB96 - บ้านนาตม หมู่ 9 ต.หมื่นไวย อ.เมืองนครราชสีมา จ.นครราชสีมา,81,นครราชสีมา,8105,เมืองนครราชสีมา,810505,หมื่นไวย,15.02313,102.06743,AWS4364-060,2023-05-25 10:50:00.0,34.93,989,989,989,59.86,1.382,261,1,2023-05-25 11:00:00.0,AQY-R AA 0060,34.68,27.8,15,29.67,,67.4,,14,19.6,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,NE,369,2023-05-25 10:50:00.0,TB96,12.74,ไม่มีฝน,คุณภาพอากาศดีมาก
82,TB97 - บ้านตะคองเก่า หมู่ 2 ต.หมื่นไวย อ.เมืองนครราชสีมา จ.นครราชสีมา,81,นครราชสีมา,8105,เมืองนครราชสีมา,810506,หมื่นไวย,14.99267,102.05868,AWS2963-122,2023-05-25 05:30:00.0,26.93,987,987,987,89,0,0,1,2023-05-25 11:00:00.0,AQY BE-1340A,28.6,26.4,22,27.19,,87.7,,28.2,40.2,,1,2023-05-25 11:00:00.0,,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,NE,80,2023-05-25 00:10:00.0,TB97,12.7,ไม่มีฝน,คุณภาพอากาศดี
482,TB98 - บ้านหนองกระทุ่ม หมู่ 7 ต.หมื่นไวย อ.เมืองนครราชสีมา จ.นครราชสีมา,81,นครราชสีมา,8105,เมืองนครราชสีมา,810507,หมื่นไวย,15.00686,102.08382,AWS3565-133,2023-05-25 10:50:00.0,36.63,989,989,989,55.87,2.16,274.2,1,2023-05-25 11:00:00.0,R-AQ-AT133,36.55,27.63,14,32,,55.4,,44.3,82.45,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,NE,482,2023-05-25 10:50:00.0,TB98,12.74,ไม่มีฝน,คุณภาพอากาศดี
483,TC05 - บ้านนาราดพัฒนา หมู่ 5 (บ้านผู้ใหญ่บ้าน) ต.ลำมูล อ.โนนสูง จ.นครราชสีมา,81,นครราชสีมา,8105,โนนสูง,810512,ลำมูล,15.07668,102.32533,AWS3565-134,2023-05-25 10:50:00.0,35.12,991,991,991,59.58,2.103,268.8,1,2023-05-25 11:00:00.0,R-AQ-AT134,37,27.34,0,30,,51.7,,37.2,72.5,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,NE,483,2023-05-25 10:50:00.0,TC05,12.5,ไม่มีฝน,คุณภาพอากาศดี
374,TC06 - ศาลาประชาคม ม.7 บ้านโนนมันเทศ ต.ลำมูล อ.โนนสูง จ.นครราชสีมา,81,นครราชสีมา,8105,โนนสูง,810513,ลำมูล,15.0378,102.27926,AWS4364-057,2023-05-25 10:50:00.0,34.64,991,991,991,58.98,2.3,198.5,1,2023-05-25 11:00:00.0,AQY-R AA 0057,,,,,,,,,,,0,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,NE,371,,TC06,12.65,ไม่มีฝน,
78,TC07 - ศาลาประชาคม บ้านป่ารัง หมู่ 1 ต.ลำมูล อ.โนนสูง จ.นครราชสีมา,81,นครราชสีมา,8105,โนนสูง,810514,ลำมูล,15.08155,102.34081,AWS2963-118,2023-05-25 10:50:00.0,35.55,1009,1009,1009,59.03,1.948,214,1,2023-05-25 11:00:00.0,AQY BE-1336A,,,,,,,,,,,0,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,NE,76,,TC07,13.33,ไม่มีฝน,
484,TC08 - บ้าน ผช.ผญ. หมู่ 2 บ้านตระกูดขี้เหล็ก ต.ลำมูล อ.โนนสูง จ.นครราชสีมา,81,นครราชสีมา,8105,โนนสูง,810515,ลำมูล,15.08866,102.35678,AWS3565-135,2023-05-25 11:00:00.0,34.98,990,990,990,60.57,1.421,239.1,1,2023-05-25 11:00:00.0,R-AQ-AT135,33.6,25.06,2,24,,57.3,,33.7,67.5,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,NE,484,2023-05-25 10:50:00.0,TC08,12.66,ไม่มีฝน,คุณภาพอากาศดี
370,TC09 - บ้านผู้ช่วยผู้ใหญ่บ้าน หมู่ 6 บ้านวังม่วง ต.ลำมูล อ.โนนสูง จ.นครราชสีมา,81,นครราชสีมา,8105,โนนสูง,810516,ลำมูล,15.04876,102.29969,AWS4364-098,2023-05-25 10:50:00.0,35.89,989,989,989,81.7,1.765,219.5,1,2023-05-25 11:00:00.0,AQY-R AA 0098,34.81,29,41,0,,71.8,,40.2,51.9,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,NE,367,2023-05-25 10:50:00.0,TC09,12.74,ไม่มีฝน,คุณภาพอากาศดี
369,TC00 - ศาลาหมู่บ้าน บ้านโนนเจดีย์ หมู่ 1 ต.บัลลังก์ อ.โนนไทย จ.นครราชสีมา,81,นครราชสีมา,8105,โนนไทย,810508,บัลลังก์,15.1965,101.89808,AWS4364-099,2023-05-25 11:00:00.0,33.84,987,987,987,57.28,1.686,252.3,1,2023-05-25 11:00:00.0,AQY-R AA 0099,34.31,23.7,0,48.7,,54,,25.7,35,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,NE,366,2023-05-25 10:50:00.0,TC00,12.47,ไม่มีฝน,มีผลกระทบต่อสุขภาพ
79,TC02 - ศาลาหมู่บ้าน บ้านทำนบพัฒนา หมู่ 17 ต.บัลลังก์ อ.โนนไทย จ.นครราชสีมา,81,นครราชสีมา,8105,โนนไทย,810510,บัลลังก์,15.18877,101.93306,AWS2963-119,2023-05-25 10:50:00.0,34.86,990,990,990,67,2.254,270.4,1,2023-05-25 11:00:00.0,AQY BE-1337A,33.77,27.4,6,26.68,,69.5,,18.7,30.5,,1,2023-05-25 11:00:00.0,0,.1,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,NE,77,2023-05-25 10:50:00.0,TC02,13.46,ฝนตกเล็กน้อย,คุณภาพอากาศดีมาก
448,EJ02 - บ้านคอเขา ม.2 ต.ขนอม อ.ขนอม จ.นครศรีธรรมราช,80,นครศรีธรรมราช,8015,ขนอม,801501,ขนอม,9.19953,99.8748,AWS3565-025,2023-05-25 10:50:00.0,34.71,1009,1009,1009,58.83,1.145,278.3,1,2023-05-25 11:00:00.0,R-AQ-AT025,33.1,28.02,6,18,,74.6,,27.2,60,,1,2023-05-25 11:00:00.0,0,15.3,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,S,448,2023-05-25 10:50:00.0,EJ02,12.69,ฝนตกปานกลาง,คุณภาพอากาศดี
87,TH25 - อาคาร กศน. หมู่ 10 ต.ขนอม อ.ขนอม จ.นครศรีธรรมราช,81,นครศรีธรรมราช,8105,ขนอม,810533,ขนอม,9.16231,99.84989,AWS2963-080,2023-05-25 10:50:00.0,34.46,1005,1005,1005,57.71,1.481,255.5,1,2023-05-25 11:00:00.0,AQY BE-1300,,,,,,,,,,,0,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,S,85,,TH25,13.37,ไม่มีฝน,
223,TH24 - ที่ทำการชุมชนบ้านปากน้ำ หมู่ 8   ต.ท้องเนียน อ.ขนอม จ.นครศรีธรรมราช,81,นครศรีธรรมราช,8105,ขนอม,810528,ท้องเนียน,9.23002,99.85663,AWS4364-021,2023-05-25 10:50:00.0,34.14,1010,1010,1010,53.44,1.652,12.7,1,2023-05-25 11:00:00.0,AQY-R AA 0021,35.49,29.3,20,21.4,,70.5,,18.2,34.6,,1,2023-05-25 11:00:00.0,0,11.6,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,S,220,2023-05-25 10:50:00.0,TH24,13.37,ฝนตกปานกลาง,คุณภาพอากาศดีมาก
264,TH57 - มัสยิด หมู่ 1   ต.ท้องเนียน อ.ขนอม จ.นครศรีธรรมราช,81,นครศรีธรรมราช,8105,ขนอม,810530,ท้องเนียน,9.2203,99.84233,AWS4364-022,2023-05-25 10:50:00.0,38.34,1011,1011,1011,59.5,.48,84.8,1,2023-05-25 11:00:00.0,AQY-R AA 0094,35.89,30.7,4,30,,74.8,,37.5,64.2,,1,2023-05-25 11:00:00.0,0,24.1,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,S,261,2023-05-25 10:50:00.0,TH57,13.15,ฝนตกปานกลาง,คุณภาพอากาศดี
144,TH58 - บ้านผู้ใหญ่บ้าน หมู่ 3 ต.ท้องเนียน อ.ขนอม จ.นครศรีธรรมราช,81,นครศรีธรรมราช,8105,ขนอม,810531,ท้องเนียน,9.29821,99.83445,AWS2963-098,2023-05-25 10:50:00.0,35.41,1012,1012,1012,71.48,2.695,189.6,1,2023-05-25 11:00:00.0,AQY BE-1318A,35.73,35.7,10,19.24,,99.9,,16.2,37.8,,0,2023-05-25 11:00:00.0,0,2.6,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,S,142,2023-05-21 10:10:00.0,TH58,13.47,ฝนตกเล็กน้อย,คุณภาพอากาศดีมาก
446,EJ07 - องค์การบริหารส่วนตำบลท่าศาลา ต.ท่าศาลา อ.ท่าศาลา จ.นครศรีธรรมราช,80,นครศรีธรรมราช,8008,ท่าศาลา,800801,ท่าศาลา,8.66304,99.92796,AWS3565-027,2023-05-25 10:50:00.0,36.78,1009,1009,1009,51.67,1.022,223.1,1,2023-05-25 11:00:00.0,R-AQ-AT027,36.6,27.04,2,18,,52.2,,19.8,45,,1,2023-05-25 11:00:00.0,0,.7,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,S,446,2023-05-25 10:50:00.0,EJ07,12.77,ฝนตกเล็กน้อย,คุณภาพอากาศดีมาก
222,TC21 - สถาบันการเงินประจำหมู่บ้าน หมู่ 10  ต.ท่าศาลา อ.ท่าศาลา จ.นครศรีธรรมราช,81,นครศรีธรรมราช,8105,ท่าศาลา,810525,ท่าศาลา,8.68538,99.94393,AWS4364-020,2023-05-25 10:50:00.0,39.14,1010,1010,1010,57.58,.822,75.39,1,2023-05-25 11:00:00.0,AQY-R AA 0020,37.28,30.4,0,18.9,,68.2,,16.7,32.2,,1,2023-05-25 11:00:00.0,0,1.7,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,S,219,2023-05-25 10:50:00.0,TC21,13.47,ฝนตกเล็กน้อย,คุณภาพอากาศดีมาก
367,TC22 - ศาลาเอนกประสงค์บ้านด่านภาษี ม.9 ต.ท่าศาลา อ.ท่าศาลา จ.นครศรีธรรมราช,81,นครศรีธรรมราช,8105,ท่าศาลา,810526,ท่าศาลา,8.66383,99.94798,AWS4364-009,2023-05-25 10:50:00.0,36.71,1012,1012,1012,68.68,1.085,189.9,1,2023-05-25 11:00:00.0,AQY-R AA 0091,38.07,29.5,0,22,,61.8,,20.5,36.8,,1,2023-05-25 11:00:00.0,0,.7,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,S,364,2023-05-25 10:50:00.0,TC22,13.44,ฝนตกเล็กน้อย,คุณภาพอากาศดีมาก
109,TC23 - ศูนย์ประสานงานทีมพัฒนาท่าศาลา ต.ท่าศาลา อ.ท่าศาลา จ.นครศรีธรรมราช,81,นครศรีธรรมราช,8105,ท่าศาลา,810527,ท่าศาลา,8.6574,99.92824,AWS2963-082,2023-05-25 10:50:00.0,39.96,1011,1011,1011,53.14,1.527,196.3,1,2023-05-25 11:00:00.0,AQY BE-1324,40.67,30,5,13.17,,55.3,,8.7,22,,1,2023-05-25 11:00:00.0,0,.5,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,S,107,2023-05-25 10:50:00.0,TC23,13.35,ฝนตกเล็กน้อย,คุณภาพอากาศดีมาก
445,EJ09 - บ้านปลายอวน ม.5 ต.พรหมโลก อ.พรหมคีรี จ.นครศรีธรรมราช,80,นครศรีธรรมราช,8002,พรหมคีรี,800201,พรหมโลก,8.94617,99.7964,AWS3565-028,2023-05-25 10:50:00.0,33.96,1003,1003,1003,65.19,.34,356.4,1,2023-05-25 11:00:00.0,R-AQ-AT028,32.6,27.9,4,5,,76.5,,32.3,71.6,,1,2023-05-25 11:00:00.0,0,.9,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,S,445,2023-05-25 10:50:00.0,EJ09,12.5,ฝนตกเล็กน้อย,คุณภาพอากาศดี
447,EJ10 - องค์การบริหารส่วนตาบลกำโลน ต.กำโลน อ.ลานสกา จ.นครศรีธรรมราช,80,นครศรีธรรมราช,8003,ลานสกา,800304,กำโลน,8.50888,99.80421,AWS3565-026,2023-05-25 10:50:00.0,37.84,1003,1003,1003,53.11,1.066,268.7,1,2023-05-25 11:00:00.0,R-AQ-AT026,37.2,26.04,5,10,,44.2,,22.5,50.5,,1,2023-05-25 11:00:00.0,0,.9,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,S,447,2023-05-25 10:50:00.0,EJ10,12.67,ฝนตกเล็กน้อย,คุณภาพอากาศดีมาก
444,EJ06 - เทศบาลตำบลหน้าสตน ต.หน้าสตน อ.หัวไทร จ.นครศรีธรรมราช,80,นครศรีธรรมราช,8016,หัวไทร,801602,หน้าสตน,8.02528,100.3167,AWS3565-029,2023-05-25 10:50:00.0,35.23,1010,1010,1010,84,3.178,250.1,1,2023-05-25 11:00:00.0,R-AQ-AT029,31.5,20.16,7,14,,43.3,,20,44.6,,1,2023-05-25 11:00:00.0,.1,2.7,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,S,444,2023-05-25 10:50:00.0,EJ06,12.59,ฝนตกเล็กน้อย,คุณภาพอากาศดีมาก
376,TC16 - มัสยิดฮัมเด็นไบรียะฮ์ บ้านแพรกเมือง ม.9 ต.หน้าสตน อ.หัวไทร จ.นครศรีธรรมราช,81,นครศรีธรรมราช,8105,หัวไทร,810521,หน้าสตน,8.00921,100.32125,AWS4364-019,2023-05-25 10:50:00.0,34.19,1011,1011,1011,62.03,2.874,230,1,2023-05-25 11:00:00.0,AQY-R AA 0093A,36.07,33.5,0,21.9,,86.9,,14.7,27.6,,1,2023-05-25 11:00:00.0,.1,.1,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,S,373,2023-05-25 10:50:00.0,TC16,13.31,ฝนตกเล็กน้อย,คุณภาพอากาศดีมาก
443,TC17 - ที่ทำการผู้ใหญ่บ้าน หมู่ 6 ต.หน้าสตน อ.หัวไทร จ.นครศรีธรรมราช,81,นครศรีธรรมราช,8105,หัวไทร,810522,หน้าสตน,7.97779,100.32591,AWS3565-030,2023-05-25 10:50:00.0,33.42,1011,1011,1011,82.8,2.588,258.6,1,2023-05-25 11:00:00.0,R-AQ-AT030,31.5,24.08,6,14,,62.9,,24.5,54.5,,1,2023-05-25 11:00:00.0,0,1.5,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,S,443,2023-05-25 10:50:00.0,TC17,12.16,ฝนตกเล็กน้อย,คุณภาพอากาศดีมาก
108,TC18 - สถานีอนามัยหน้าสตน หมู่ 2 ต.หน้าสตน อ.หัวไทร จ.นครศรีธรรมราช,81,นครศรีธรรมราช,8105,หัวไทร,810523,หน้าสตน,8.07508,100.30979,AWS2963-081,2023-05-25 10:50:00.0,33.39,1012,1012,1012,82.7,2.458,282.5,1,2023-05-25 11:00:00.0,AQY BE-1307A,33.82,32.8,5,13.17,,94.5,,66.7,49.74,,1,2023-05-25 11:00:00.0,0,7.7,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,S,106,2023-05-25 10:50:00.0,TC18,13.09,ฝนตกเล็กน้อย,ปานกลาง
207,TC60 - ศูนย์เรียนรู้บ้านเขาจักจั่น  ต.ชุมตาบง อ.ชุมตาบง จ.นครสวรรค์,81,นครสวรรค์,8105,ชุมตาบง,810562,ชุมตาบง,15.62556,99.54782,AWS4364-081,2023-05-25 10:50:00.0,36.63,997,997,997,49.63,1.393,80.2,1,2023-05-25 11:00:00.0,AQY-R AA 0052,39.27,29.3,0,44.5,,57.3,,21.5,34.5,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,C,204,2023-05-25 10:50:00.0,TC60,12.76,ไม่มีฝน,คุณภาพอากาศดีมาก
504,TC63 - บ้านเลขที่ 55 หมู่ 4 ต.ชุมตาบง อ.ชุมตาบง จ.นครสวรรค์,81,นครสวรรค์,8105,ชุมตาบง,810565,ชุมตาบง,15.64533,99.57794,AWS3565-072,2023-05-25 10:50:00.0,35.72,997,997,997,57.82,2.61,99.4,1,2023-05-25 11:00:00.0,R-AQ-AT072,34.5,25.08,18,89,,52.9,,39.3,81.45,,1,2023-05-25 11:00:00.0,0,.2,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,C,504,2023-05-25 10:50:00.0,TC63,12.88,ฝนตกเล็กน้อย,คุณภาพอากาศดี
414,TC31 - บ้านเลขที่ 17/1 หมู่ 2 ต.ท่างิ้ว อ.บรรพตพิสัย จ.นครสวรรค์,81,นครสวรรค์,8105,บรรพตพิสัย,810538,ท่างิ้ว,15.92752,99.9688,AWS3565-066,2023-05-25 10:50:00.0,38.38,1005,1005,1005,58.58,.596,17.31,1,2023-05-25 11:00:00.0,R-AQ-AT066,39.2,33.46,8,18.5,,71.3,,25.75,56.38,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,C,414,2023-05-25 10:50:00.0,TC31,12.45,ไม่มีฝน,มีผลกระทบต่อสุขภาพ
59,TC32 - วัดเจริญผล หมู่ 1 ต.ท่างิ้ว อ.บรรพตพิสัย จ.นครสวรรค์,81,นครสวรรค์,8105,บรรพตพิสัย,810539,ท่างิ้ว,15.93862,99.97647,AWS2963-004,2023-05-25 10:50:00.0,41.24,1004,1004,1004,99.9,.387,122.7,1,2023-05-25 11:00:00.0,AQY BE-1251A,40.32,29.5,7,33.72,,54.8,,52.8,73.1,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 11:00:00.0,C,57,2023-05-25 10:50:00.0,TC32,13.31,ไม่มีฝน,ปานกลาง
366,TG39 - บ้านผู้ช่วยผู้ใหญ่บ้าน หมู่ 1 ต.เจริญผล อ.บรรพตพิสัย จ.นครสวรรค์,81,นครสวรรค์,8105,บรรพตพิสัย,810541,ท่างิ้ว,15.93668,99.97436,AWS4364-086,2023-05-25 10:50:00.0,37.63,1003,1003,1003,70.74,1.192,127.7,1,2023-05-25 11:00:00.0,AQY-R AA 0086,38.29,27.7,7,46.9,,55.1,,56.7,109,,1,2023-05-25 11:00:00.0,0,0,2023-05-25 11:00:00.0,2023-05-25 10:50:00.0,C,363,2023-05-24 16:40:00.0,TG39,13.41,ไม่มีฝน,ปานกลาง
